ISDN,AMOUNT,MONTH_ACTIVE,AMOUNT_TOPUP_AVG_MONTH,AMOUNT_TOPUP_MONTH_CHECK,ARPU_EACH_MONTH,ARPU_AVG,STATUS
yqo4NaQUI0Y0I91GYUG95A==,15000,27.600955794,66667,100000,66656,66656,0
uCH19aXRmqJNkPwDfdaXqw==,50000,41.269414575,283333,350000,229624,229624,1
4nk8XtYIZ0oasm3Jg3cooQ==,50000,126.375149342,293333,300000,256725,256725,0
0w9V2Tmnen0+SKSo4IARpg==,50000,35.269414575,383333,330000,392360,392360,1
MZP1782fWHvkdTNtQ5V+2w==,10000,24.794504181,80000,60000,66000,66000,0
KZBcj/AkHXVyTiWHFqknrA==,40000,73.721027479,277500,505000,92352,138528,1
GVo7003GfNlyZ3hmJldaqw==,40000,24.333930704,170000,160000,182973,182973,1
p8/SU+ZvTdbrnAYfhltV9A==,50000,97,373333,360000,383888,383888,0
OZxPd/zEPltdyoXAMLWirQ==,50000,23.342891278,2000000,2000000,204067,306100,0
ABmHq2+7fCgm4/YREshsOA==,40000,27,193333,230000,204941,204941,1
eqjJkInfZ57AHxIZrTVoyQ==,20000,26.21385902,90000,100000,100868,100868,0
bBnx7n/cqoE6sq9E8n4P5g==,10000,57.988052568,43333,40000,43147,43147,0
4YHKWSj+jWhDk5/2ofXEiQ==,50000,24.785543608,743333,690000,801841,801841,1
CLI5q+Kgcr542DlGV229Ag==,35000,112.914575866,140000,50000,138796,138796,1
GZmTQZFt+rKVYIU0t/HSHw==,35000,149.140382317,163333,220000,161153,161153,1
2s3c+U8oRgT4BffTXneo2A==,50000,141.237156511,373333,420000,380359,380359,1
wJHs+I9E88ogf5d+IPG39g==,50000,95.65651135,351667,290000,363968,363968,1
hZN+AeUEZNj7iinRsx8sdA==,35000,63.688769414,153333,210000,167045,167045,1
ktxxpLGWL1lP3c4DZIJOpA==,50000,125.955794504,283333,400000,305707,305707,0
Qr6kxYwK4DQGwmSDw8GTig==,45000,160.923536439,256667,260000,240802,240802,0
14c8IBuUwp9C9Bvzjd5KKw==,30000,156.559737156,123333,250000,112842,112842,1
9R8gpkyQcu2xVh869GcERw==,40000,169.172640382,183333,300000,191015,191015,1
ydxDXRFD98eohIOVWYrBLA==,50000,68.204898446,266667,260000,287048,287048,1
3l67HeZCYBAK39Yte5XYuQ==,40000,92.729988052,216667,250000,212502,212502,0
OUmUeyeZsuHHHlVG33FXow==,40000,134.85902031,180000,250000,171800,171800,0
nkY7J5d5DQt9pxq82KxGGQ==,5000,30.536439665,36667,60000,37821,37821,0
+yz4fMFZgSOh+nCSXh/epw==,20000,45.891278375,120000,40000,87362,131043,0
+/GqXJghwbQLqVHKqu/F6Q==,15000,132.21385902,73333,80000,85155,85155,0
2A7BICWuU/I4g2aWzFmSSw==,15000,52.85902031,70000,50000,75650,75650,0
9nm5kGl55RnLYOb6wMFA/Q==,15000,23.108124253,115000,140000,103281,103281,1
3HSB19Bl+J0TQuvRx7/J/A==,35000,85.624253285,143333,150000,146263,146263,1
hWHIpXst3rRwQiia2bvAIQ==,20000,40.955794504,96667,100000,94774,94774,0
8B9otV5VIUNQSzX2FeEzeg==,40000,147.527479091,173333,170000,193115,193115,1
KvnY9xR2LbPPSjUurkySZQ==,40000,146.94683393,200000,200000,326002,326002,1
nJcVyx0CVRptIhMTC9YFUQ==,45000,122.462962962,233333,200000,235197,235197,1
LrT6dXJFg/Ks89WpF5IGBQ==,50000,49.65651135,476667,730000,481579,481579,1
3JcAo66gG0Wi/39F+KIOzA==,15000,68.246117084,63333,40000,59341,59341,0
3kVg9mZVcHTUP4GPvOVk6A==,15000,25.826762246,56667,70000,54836,54836,0
y7rSV+rnIexrTzjLRhPySA==,50000,54.108124253,280000,260000,301714,301714,1
jjJ/6WoWNM6XhZ06b3KFSQ==,35000,66.140382317,143333,90000,175000,175000,1
CMPCsvcSNkHMyhu2gtq6qQ==,40000,63.65651135,220000,240000,228607,228607,1
e4X6hovYZySJEmJo4CzMUA==,50000,41.559737156,296667,260000,333308,333308,1
0RgT4FVgqWE/tIv5OQ52tQ==,40000,75.333930704,186667,190000,170214,170214,1
f5aUOtxg1t6H7sODrX8Bwg==,5000,49.955794504,26667,20000,43087,43087,0
0+LON9dvhgl4iamkYwo76Q==,25000,87.181600955,150000,160000,130728,130728,0
zhmyQkGqiMTK6L22CkC1Vg==,5000,45.923536439,30000,20000,29829,29829,0
hnMyk0L6tQXio4NV2I8HWQ==,10000,123.721027479,50000,50000,66333,66333,1
G+cKR/fMIDs1YY/Rg5k2pg==,20000,33.246117084,86667,140000,90093,90093,0
rILnHPanCELpwR+Xxxb1vQ==,35000,24.21385902,235000,200000,171665,257498,0
dr0yBCh6xWpPpvH6NWBT9g==,35000,27.084826762,153333,150000,153301,153301,0
U494fmltfDtdfPg42DjnUQ==,10000,59.21385902,50000,40000,49944,49944,0
PHcqpk8PrpHzvff5jxjKPw==,25000,46.633213859,103333,70000,114021,114021,0
/Ds06spaYc5t36zKA8NRZA==,20000,32.923536439,86667,100000,61268,61268,0
Xy2e5KuxNJOyjwr6atOJoA==,15000,115.624253285,110000,170000,102847,102847,1
blq/o8ifAoq2Y2C0pnpjUQ==,45000,66.85902031,238333,250000,210519,210519,0
GgB7T7efuabMr2CuyhgTJg==,40000,85.65651135,173333,240000,171838,171838,1
YbqIdBgnb3rRg/EpxT3dFQ==,50000,148.665471923,750000,900000,738341,738341,0
ReXFdjbx/PNwVSMQqDhGBg==,40000,150.721027479,166667,200000,179957,179957,1
RbluqJfYXhdUzo/7SeUJ9g==,30000,151.246117084,120000,100000,162087,162087,0
c908oXPGlDT1VEatNVh4MA==,50000,156.633213859,400000,600000,275513,275513,0
XWSR6PS0P4duwiURc/jTMw==,50000,222.140382317,333333,250000,346400,346400,1
h0VWtg3UqZ5B18wIA30IgA==,15000,49.624253285,63333,40000,58608,58608,1
R0r+G5K+LJfdOeX9snYUHQ==,5000,84.310633213,30000,20000,22764,22764,0
YqnwKigZd+8PZ++gCHkr8A==,50000,116.204898446,286667,530000,347577,347577,1
fsaLdchLSetu5hZEn0VESw==,50000,92.624253285,300000,400000,265030,265030,1
gpkK7jJcmsCEeWTBR9Kh2g==,25000,23.237156511,100000,160000,100679,100679,1
X01c0INzJm2IerQ0Njlclg==,35000,51.204898446,156667,160000,148410,148410,1
2eh/yy3FOk87iGFniNbIHQ==,25000,26.439665471,100000,100000,101548,101548,0
6Bg2o6bkywxPacTBIkVqoQ==,50000,129.430704898,293333,270000,294709,294709,1
BvNGrZTolIex+A0zMgptIQ==,50000,76.075866188,303333,300000,321228,321228,1
Vjfe/6tXr0Lwypi+kM+D6A==,50000,147.688769414,290000,420000,303452,303452,1
SJzKYy34YN5SiT1AQwqFvw==,50000,54.172640382,333333,50000,355223,355223,1
g89fRHSTy4+TJy8tPJck6w==,15000,29.310633213,56667,50000,56699,56699,0
XoN/rL5qgeZTrHdFUHZCEw==,50000,62.914575866,750000,1100000,726266,726266,1
60iPtNqrhZaQw+6cN5N2oQ==,50000,156.043608124,716667,700000,756799,756799,1
m7XgHJuQQAeHt59dsy5cig==,50000,63.721027479,576667,540000,583646,583646,1
wWkNLCFTD+4Gq5ZPguy7IA==,10000,91.826762246,50000,50000,53156,53156,0
PT20+/js8yO9LeHcUEx/5g==,25000,112.471923536,113333,120000,105843,105843,0
URTGg6iBloTfwYQJ0oc1FA==,40000,24.721027479,275000,500000,196801,295202,1
phd8dwz2nGrRih1RqXKCYg==,5000,43.665471923,40000,60000,28643,28643,0
MhvFvSuJMSuMfk0UNoRv5Q==,40000,28.688769414,250000,200000,166647,249971,1
vp+Jb9UEYKKutSJn4R8vwA==,5000,87.181600955,23333,20000,37204,55806,0
t+ajVWpE5ekHg8n5xFWA4g==,15000,32.794504181,60000,40000,59998,59998,0
sjWswHucvLDnPNqHSN4c8Q==,35000,28.688769414,140000,120000,140225,140225,1
HNTNlAwlDVfQKoRNIld9ew==,5000,95.5041816,45000,70000,30792,30792,0
5kOOaGBVF9QPA8zH9u9SUA==,25000,32.21385902,170000,170000,110256,110256,0
0hLSHY6j31vX5gZJ/ghtOw==,15000,74.665471923,85000,100000,52481,52481,0
Fl9xftkB5e3A6OrJ80kGcw==,10000,145.568697729,53333,100000,57735,57735,0
myu9eyozfOE7uYuiyKJwyg==,5000,75.633213859,40000,40000,28894,43341,0
wEaszqkWa14LKAquxKnUQg==,50000,23.342891278,2000000,2000000,204067,306100,0
PJZ0EkA9ToBUgO3B+bQj5Q==,45000,41.075866188,246667,260000,232378,232378,1
pnaqr9Mtm/JH1c3zgjsW2g==,15000,23.5041816,60000,100000,61906,61906,0
bRyQroscsHKVztYjaAiiew==,5000,47.278375149,45000,60000,30671,46007,0
CAp7skLyXteGJgXofxQTLg==,15000,29.117084826,76667,20000,79499,79499,0
aEDWbyOJSkBgwXmgzeCYSw==,45000,87.075866188,256667,200000,265186,265186,1
3hHpL0z2BOPxxxjJWqJbnw==,10000,93.439665471,40000,50000,48642,48642,0
WnI/IxW1OUCLARJkKcqFYA==,35000,92.697729988,146667,40000,167978,167978,0
kAo11Wq+OEJjZntXphALqQ==,25000,101.624253285,150000,100000,131168,131168,1
N2cQESvuaEuUQfUcM7zinQ==,5000,45.923536439,23333,10000,23266,23266,0
mjyqK2ft/kILzUBTl1twZw==,40000,50.269414575,170000,120000,193330,193330,1
GlN9SSA+Tzu38AiRMzvKPQ==,40000,39.826762246,206667,240000,218926,218926,0
4ZnH1KoAu3ZrpliZcWyj6w==,35000,47.979091995,148333,335000,164963,164963,1
aoZTrDC/6YLghNk8zNsqqw==,50000,48.817801672,333333,390000,346585,346585,1
Vji5wnTYp3FBjH1ifaUseQ==,5000,26.85902031,21667,5000,24359,24359,0
qwUf6ufGz3MSHLTjZsDhng==,15000,148.633213859,110000,70000,67211,67211,0
iE65QtMknX1IoYjD95UWLg==,20000,157.536439665,90000,120000,83846,83846,0
rrONRqiTY6nMErNAw9ejIw==,30000,47.30167264,205000,310000,113250,169875,1
IxU7P/aYCfSwUtw8wARnaA==,10000,79.052568697,70000,50000,40384,40384,0
7rqYCg8NVKKjzWwrZ0GcEQ==,5000,33.246117084,30000,40000,17011,17011,0
gh3a2MsDkzxYyLHjthgdaA==,35000,23.310633213,210000,360000,138564,207847,0
a9/URXJ4xrWW/WVKbuCh9Q==,45000,157.140382317,223333,210000,227145,227145,1
6AW1ka+Qp8KBihLdpBmeIA==,25000,32.269414575,110000,100000,104419,104419,1
jb/a0f11Ibgtfev81Ji2Lw==,50000,63.462962962,2716667,2900000,2496704,2496704,1
qP7nsy7U9q8l+S9Umpa2gw==,10000,52.181600955,40000,20000,56799,56799,0
A2GlLMHG2F9QCHMReYd/jA==,5000,32.729988052,33333,40000,29335,29335,0
hr4rSnh6fYHhr+fUmRYo+g==,35000,99,140000,200000,128629,128629,1
vo5LqPtyu4L0y1hW/eaeUQ==,50000,33,326667,340000,328318,328318,1
NkV3PkFo8Q8JD1DN5AXvMw==,50000,138.269414575,276667,310000,267048,267048,1
/rVu34n1ohEnVGLyo0Cxbg==,50000,87.043608124,473333,420000,460870,460870,1
DNN6pHtj6EbpQRm3sLKE8Q==,40000,93.075866188,173333,280000,145320,145320,1
ageqzer69oIBd+1quIu7cA==,15000,24.665471923,56667,20000,61750,61750,0
Hl99Izh/yjQaF0qFxfc/Lg==,10000,24,46667,20000,41906,41906,0
gj99uuG21gUAi2UeIFr+RQ==,50000,23.342891278,1760000,1760000,181567,272350,0
XjRkLMN1v8GTacbo8Ou5TQ==,40000,23.333930704,213333,200000,239788,239788,1
OsX8x1eYGtlESKe2D0C5ig==,20000,22.923536439,90000,100000,83621,83621,0
BCYHG31nuJF6aHrW1qNm2g==,25000,43.269414575,100000,90000,97257,97257,1
FJIPPIbajXIxdyb5PIWfPw==,40000,55.342891278,196667,210000,196870,196870,0
Fqr+fKdWnVlgOKqhgNoe7g==,15000,36.762246117,73333,120000,70679,70679,0
C8hQjPhHIq7A9C7XOOp77Q==,50000,32.108124253,263333,270000,264636,264636,1
gsiE5JIfyG3xbh3opFfUag==,15000,30.955794504,63333,70000,61040,61040,0
FIrOsXi6LBHYVVoYA4Nv7Q==,50000,71.333930704,433333,350000,442264,442264,1
kqkgeZh0UwNUnayoOZZuew==,50000,53.882317801,283333,300000,291356,291356,1
Bqva4wUk8q62eBv8xrOB0w==,50000,200.278375149,280000,300000,301236,301236,0
1FYCo9ZLDoCxW9danHAUOA==,50000,126.979091995,666667,400000,712845,712845,1
NE7/2cmjJq0ciOxeG6tH9w==,20000,29.914575866,96667,100000,107226,107226,1
r1vR2HcXRy8LgtWxmU7btw==,40000,69.052568697,180000,170000,188893,188893,0
2SRvP+NxoJCiqr6K+HLEQA==,15000,64.21385902,66667,80000,62919,62919,0
qXhSorBl8nP2FVthRbJ4bA==,40000,84.817801672,170000,190000,185243,185243,1
U6PEtErK5h5Xixtd6LbvfQ==,50000,119.817801672,461667,355000,457194,457194,1
7+OQNzYW2FwTx6V87JDJJg==,50000,78.753285543,883333,1000000,841217,841217,1
YA87dl+4gYBt0K5agRiMlw==,40000,53.269414575,203333,180000,192184,192184,1
LtLHmmz5m6jMoR3VhWkE1Q==,10000,28.633213859,53333,60000,56748,56748,0
jyK+fPumktgt5P8eXtLPtQ==,20000,37.891278375,90000,170000,78563,78563,0
k7bgXZN3QW0xAutlXzP7KQ==,35000,26.721027479,156667,240000,143816,143816,1
7Bex+M5o8+3mMcjuu4muoA==,15000,146.536439665,56667,50000,60275,60275,0
vQtaNMbKCP61YQPk1jfx9w==,35000,60.181600955,150000,90000,144935,144935,0
pOBJ4OER+b/YD/EU9r/pag==,5000,119.5041816,36667,40000,48140,48140,0
E4XYfNaET8/EwSCSTNfjgQ==,15000,24.278375149,85000,150000,52141,78212,0
hlm++97SziJBYEPGWsngMg==,25000,98.407407407,110000,80000,105232,105232,0
2yPwQeX5UKhcEutHQF+shg==,50000,45.172640382,273333,350000,189273,189273,1
7SZHOnebGB2S5i6qlo2qnQ==,5000,32.407407407,55000,60000,44094,44094,0
Ouqmgp0TYXjJrGpbhDQCeA==,5000,126.140382317,30000,50000,25949,25949,1
oy+4qFOBdu+l+6IIoSvOjA==,45000,73.817801672,256667,350000,270149,270149,1
8mVEmZVOMiiPLE5bD7s88w==,15000,30,76667,110000,67862,67862,0
CuJRPujahif9PVrM/gJ6+Q==,20000,54,86667,130000,67014,67014,0
YpoEZdd1W4Ydb/PWp1g6Lg==,15000,104.591995221,63333,50000,61187,61187,1
e0D53NLbaukTG7CpeZx9vw==,10000,48.600955794,50000,70000,32775,32775,0
FXDwAvAjLUEf2HjwK4r2nw==,5000,56.310633213,22500,40000,31667,31667,0
BlQcWjXvjA0O+NAEkdmX4w==,5000,43.955794504,40000,40000,37515,37515,0
duUtPqrUNz0R2GehPJglfg==,10000,54.665471923,120000,120000,40155,60233,0
QqhBBPmsTaL2Yl/I838kfQ==,50000,28.817801672,416667,390000,391865,391865,1
OJbR46hixSX9JjUjGh3+8g==,10000,58.568697729,65000,70000,40026,40026,0
iP52HK3UeqetMdt6USX31Q==,5000,89.471923536,26667,30000,24960,24960,0
whWN6dbge0O6nyKFWehnlg==,45000,63.914575866,246667,290000,299944,299944,1
ZNmfKKh1I4ZpKNF8bbsA8Q==,15000,30.923536439,56667,50000,63253,63253,0
aAGJQ1YISMRGZv5jpXZsdA==,10000,137.988052568,80000,40000,54119,54119,0
amZ9gTkSh4vH2Hr0FAPAag==,15000,47.85902031,66667,30000,77097,77097,0
VaOCKChZDYdhJS6KN0A4Ig==,40000,24.914575866,190000,130000,171142,171142,1
gnlN3gcVAdPPaGd3tHJX+g==,5000,32.117084826,25000,30000,21667,32500,0
aVUX52/VDugGWEKDjaQoyA==,50000,50,550000,800000,530673,530673,1
P87yLBaJpslg2xfmIiDARA==,35000,30,153333,220000,178268,178268,1
b9+sSZmiZ3YktzcvIjnMaQ==,15000,31.310633213,73333,120000,67822,67822,0
A/CbDcMMJYeKuNnDia/b6w==,35000,24.237156511,150000,260000,151135,151135,1
87pa8wI3WNPnIHlKGfFWzA==,5000,27.471923536,70000,70000,17434,52302,0
zcHxj31FZZelvyUP/0udvA==,20000,77.633213859,93333,70000,102830,102830,0
cwc1RLIzvH0NGH7acu4MKQ==,25000,85.633213859,113333,250000,117291,117291,0
XooiHXh8LpL3eqKNs/SOPg==,50000,187.914575866,433333,540000,427329,427329,1
jRw7/rt7hMsfbnZf4RNIyQ==,5000,58.697729988,40000,40000,30849,30849,0
9D4J/o/gbVDF6GFgzwI+mw==,5000,73.568697729,55000,40000,65310,65310,0
2AOjIQ72Og30zEDpMagS7w==,50000,98.366188769,266667,340000,260839,260839,1
xYQaq+pFkJuqyMj9UUZ2rQ==,50000,59.366188769,340000,320000,329851,329851,1
Ps+Z459+XbUdgJUYJmNcOw==,45000,127.600955794,243333,210000,259794,259794,0
fDQ6ETkDmoWOWx1xpm0f9A==,50000,135.914575866,616667,700000,661835,661835,1
rWZL9xDpiN9vXLAU9zwPOA==,45000,39.850059737,260000,270000,262212,262212,1
xHU512bjZWJkxySMTW2I4g==,35000,129.826762246,146667,170000,158463,158463,0
3S51MAH3UpYgJjRK0hT49Q==,35000,102.688769414,156667,160000,170419,170419,1
LWUXzZxN1B5Zjx5C+c4Q/w==,25000,62.721027479,113333,180000,127246,127246,1
LchPN7F/2YetTKjXHd7n7A==,35000,26.914575866,150000,180000,156027,156027,1
+1pjoj0yFcYZiLH4fhGf2A==,45000,62.785543608,246667,240000,254790,254790,1
dF3XyWni3dmNBPTF6ecrmQ==,25000,145.914575866,113333,170000,117323,117323,1
CgDvYQWjvY7s/GjwvShAxQ==,50000,45.495221027,326667,460000,317809,317809,1
uydxa1Pmow7spxVo9nt0Xw==,5000,74.237156511,36667,70000,53258,53258,1
H/U6yfxxgH812B7B+ryGQg==,50000,70.721027479,633333,780000,648779,648779,1
76t9mH4dXIyNW00Mw19HBw==,25000,22.688769414,320000,320000,108337,325010,1
uetZavN+60VGEnajxtIhTA==,50000,54.30167264,495000,740000,294577,441866,1
vK6aS78RqdPv0DQS3z+eng==,20000,68.85902031,90000,110000,92193,92193,0
jyCREpruBLYS2ELB+Ubzpw==,15000,43.988052568,170000,170000,59966,59966,0
NJdIQ8twtr1ijwS7EUY24A==,5000,28.891278375,60000,60000,20000,60000,0
ce799DfiZQBBED103HWw+w==,5000,27.568697729,33333,50000,32878,32878,0
BGVfEjltTRmBionEBKvrqw==,50000,87.94683393,1380000,1490000,1391918,1391918,1
jmuzoXfkH5H2zJJrvo6MMw==,25000,48.624253285,170000,220000,188692,188692,1
L19ACcP65yRa/9DwJUIATw==,50000,143.108124253,500000,550000,502958,502958,1
7kXETjRiUuGjPCAL0a6zWg==,30000,58.721027479,123333,70000,153476,153476,1
D+yqJfZ3wYH5XQtQ44agVw==,10000,27.181600955,50000,50000,50000,50000,0
HJjpnQ4E9uxaXsSu45de+w==,5000,33.729988052,40000,60000,37672,56509,0
MEqykL55e1/TZh9Ymk7P/A==,35000,50.30167264,153333,50000,164491,164491,1
jbOgKx5aQ+lpz55ZBqYaNQ==,40000,30.075866188,315000,370000,462671,462671,1
L9KCqa6w87Zuph10inBxQQ==,35000,32.753285543,143333,160000,133152,133152,1
94gtgx5by4Umi23T+FtC5A==,5000,87.21385902,55000,70000,41850,41850,0
d4nmNt16SKDRoi4N8feV2A==,15000,77.633213859,60000,90000,64568,64568,0
kFCe6bL/wwlX+YPo3NbU7w==,25000,51.333930704,100000,90000,109006,109006,1
6d3ByQTRTiQp942rPFzMCQ==,20000,56.729988052,98333,145000,91960,91960,0
doq+tmNuO+x1Oq3G268hkg==,15000,25.988052568,105000,110000,59624,89436,0
OuRM/buWdFnzim68CYy4oA==,10000,23.5041816,62500,120000,36897,110690,0
aWNiJ+r5V8NpEmQu6+iqnQ==,20000,115.817801672,83333,70000,81645,81645,1
Q61E0AAg9y36LpvUZo/kzw==,50000,34.333930704,886667,1190000,875713,875713,1
l6VOKtzSIclq3KEy/T8Jug==,30000,23.278375149,130000,100000,136542,136542,0
Kl9aix5v30HJxJ499myZIA==,20000,27.278375149,93333,40000,87574,87574,0
C7iJAShwrNJ7x126Pdabvg==,50000,27.204898446,266667,190000,267734,267734,1
9gIqgDVfgmm5zgViadJoag==,10000,58.5041816,46667,60000,46877,46877,0
VYR7LVPUCEV0VJCE11wFPQ==,5000,92.407407407,20000,20000,24495,24495,0
/Q2fapUdXASJa4sbdrmZ9g==,45000,78.817801672,250000,300000,265255,265255,1
dDFBu3YuBmq31lKS2zdlcw==,45000,174.559737156,230000,250000,220301,220301,1
Q8uziehzQiYvn5OHmlqH0Q==,25000,92.753285543,155000,220000,178766,178766,1
/d7PjKBlQyKlBX7CxfC6RQ==,50000,76.591995221,450000,550000,449950,449950,1
F6bTZuh1kA1c7DJub8kKxw==,40000,30.785543608,193333,280000,190707,190707,1
rS3DRGzASkmH6FvIdkk6gA==,15000,62.471923536,100000,110000,65407,98110,0
4nhOBK0cUMllgnz40PSJ9A==,10000,29.5041816,46667,40000,44010,44010,0
HiTY8h74EJEy7aEbaugxIA==,50000,87.591995221,266667,150000,266501,266501,1
vDxuBvgDesL/J1UK5qtJoQ==,15000,32.923536439,73333,80000,72309,72309,0
nyWSiZyXQJSuHptWxNHyOg==,40000,25.495221027,173333,200000,196944,196944,1
XOPrUnQEvTlvWCZip+HZiw==,35000,31.850059737,160000,20000,176779,176779,1
uYbWxSmfTJMFbunfLKXmpQ==,20000,77.624253285,93333,120000,95645,95645,1
KBfTO0XMco1jHMGc4/F8WA==,50000,30.688769414,263333,270000,280723,280723,1
q+J6E//D0SGIIGvpy1QDSQ==,30000,32.785543608,123333,120000,80359,80359,1
IDHiSI+oxCe+cAa1LxTc5A==,25000,71.891278375,150000,200000,141092,141092,0
e29lv7lGE51TBm2EgxWoIA==,50000,43.043608124,683333,850000,666447,666447,1
p6tKzLMCNMHbVtd8OnnsRA==,40000,69.149342891,170000,200000,170709,170709,0
DONko4lR1LxPIULmhChVIQ==,50000,155.688769414,933333,1050000,888324,888324,1
v5ADBSeJ8jNt7C+CHl8aeQ==,25000,29.375149342,100000,60000,108392,108392,0
BooGhYXW5d7jml5HTBQpUg==,15000,48.21385902,63333,10000,62566,62566,0
7uGeyjVErOArNRwgHEaX5Q==,40000,77,213333,250000,208946,208946,0
+hNy6FKVux/rSxJrNekf3g==,20000,33.471923536,80000,50000,93335,93335,0
TZCtjbXRbUpJqXrtsA7Rrw==,50000,44.624253285,343333,340000,344376,344376,1
XrafZUE/v8MIUCQakqYM4w==,50000,109.65651135,333333,450000,339859,339859,1
gqwWjPAGIcuxpYilg+UFFw==,50000,138.333930704,563333,630000,563958,563958,1
sw6owkEmxZWDZUHEg/KdsA==,20000,115.794504181,93333,60000,93641,93641,0
AXwRCbdtQfP8V++mqQsf0g==,30000,71.117084826,133333,190000,119275,119275,0
fGGEVPCwJ1pITOAoVfk79w==,25000,48.536439665,106667,50000,105040,105040,0
raIR8xpA8M0ihmACjSAq4w==,25000,39.721027479,115000,50000,142195,142195,1
/AK+P9t+peCm7WfZgtnUTA==,45000,122.914575866,226667,300000,190078,190078,1
cvKq7/z2M6ISNqZ8G6Qfkw==,35000,90.600955794,140000,120000,134423,134423,0
zDHzCkhALywkoxJl0DV4DQ==,45000,63.762246117,256667,300000,311623,311623,0
GvMtpjrc2+iwlzJTWIAgYw==,45000,33.310633213,250000,390000,248154,248154,0
GaZ0zStXe8lhr45HxvqE2A==,30000,25.697729988,116667,100000,113283,113283,0
iE2x49zvjYB40MO4I/4ITw==,50000,59.172640382,330000,360000,368625,368625,1
t018tF11OX1Y8X43h+B7og==,50000,115.65651135,366667,420000,349819,349819,1
FzM05dgKrWNJTQo3wwbW9g==,5000,66.117084826,50000,80000,29421,29421,0
ubjzJPscUbET47b2lzku1Q==,15000,99.052568697,66667,20000,65206,65206,0
mTgYHD6sDyw7m4vtpketjg==,35000,24.140382317,140000,150000,139999,139999,1
Y7Kt2r69zRm48Nw/IIoq3g==,30000,23.850059737,126667,90000,181810,181810,1
ONHiAfwW8Am4MlmBleoY0Q==,50000,143.979091995,316667,350000,226127,226127,1
5yC5Sp1fCIs0NSiJrQ35Qw==,45000,96.108124253,246667,240000,305735,305735,1
HpzyXBZeG0TwKXiuKnoqVg==,15000,70.891278375,100000,50000,94084,94084,0
d10VzmsgSEKlnPZyRAygOA==,5000,77.665471923,40000,20000,36670,55006,0
L3Z4PK/rII8aLvoiQ0ZAxg==,50000,140.624253285,783333,700000,797782,797782,1
Qi/8XcWeCPD2wtUOymDT1g==,40000,133.591995221,190000,300000,190455,190455,1
TfsWPvyShn0ltW7ja3WAqg==,40000,133.729988052,213333,90000,210055,210055,0
hpOBx2feNjJ1BAJn1shI5A==,15000,96.85902031,85000,100000,44055,44055,0
OMDg7dG4rrp2Z5ukXFJmoA==,30000,68,116667,120000,116827,116827,0
0CXspyCOAR+kAzn89+hg9w==,5000,28.439665471,30000,20000,20000,30001,0
9PcuG3UHztEgqcsGVxQOqA==,10000,65.246117084,70000,110000,36683,55025,0
6LucFiwmXJg20hCP9edwPQ==,35000,63.850059737,150000,150000,154525,154525,1
dmbnE/FHHpnB5AVxYDuazg==,10000,26.310633213,40000,20000,44740,44740,0
PqQQiPvpabM0nHNCof3z3A==,50000,115.30167264,300000,300000,277434,277434,1
61Lpk5l8Sm5gkKO/dKaAfQ==,50000,71.882317801,800000,700000,796050,796050,1
N45JyE/xpy5j6C6fPYl/Hg==,15000,25.600955794,110000,120000,103409,103409,0
oFc8483BHS2l8JFZIhV6vg==,5000,39.826762246,55000,40000,39470,39470,0
1d2oc0hao4R2eGhg43suAA==,10000,31.697729988,50000,50000,35642,35642,0
fHfZQDqASKK2pJFAf+ewAQ==,50000,103.140382317,350000,440000,377410,377410,1
vY+DvbQ101NlpvlbiRs37w==,10000,45.246117084,150000,150000,47419,71128,0
RpCV2nhXIumsSSYOjgYd+w==,5000,85.729988052,25000,40000,39053,39053,0
d9/ZX9r0ZjWr3f10Mklbqw==,5000,119.246117084,30000,40000,20006,30010,0
ubLxTPGI/BpMqMYQeBsrAA==,20000,52.310633213,90000,150000,62393,62393,0
YDXMpUmmYFfzquR/2v4ZMg==,50000,130.30167264,266667,400000,262825,262825,1
GwWJzIHtrLrYZ0NRhy20Yg==,15000,33.600955794,60000,80000,59068,59068,0
W7MYuzJzbtMCRkFQyv25Jg==,35000,107.817801672,153333,110000,144622,144622,1
SK+kkypVBK2tV87sifNLAA==,10000,102.21385902,43333,40000,43086,43086,0
C5Jvn5HLx0CcjSqbpZsRSQ==,10000,42.762246117,60000,70000,66887,100331,0
Cs4en1g80uE+oq3/UOTPMg==,5000,62.5041816,50000,70000,31038,46557,0
/nNE4s0ksLbt7RWs/kaiFw==,15000,52.310633213,60000,70000,73856,73856,0
208xiakbQZsywsXv40UlWg==,10000,23.794504181,130000,130000,43325,129974,0
y1lsX9V1Te6Rq5g4rAgAKQ==,35000,28.721027479,160000,170000,329988,329988,1
Lv+ukUihisc7S0Sei9JZiA==,5000,41.633213859,23333,10000,23292,23292,0
mxvsoBt+6Cpc3P8wO/FJpw==,10000,31.955794504,53333,40000,53178,53178,0
VU+W6XnfqRzcWi3/fiI3uw==,5000,22.988052568,50000,50000,26349,39524,0
xw1J7Gk4Cuw27gtzDJSCQg==,20000,32.688769414,88333,40000,94454,94454,1
FclxKnsjrMNzZSabNiPDlg==,10000,24.172640382,46667,20000,63463,63463,1
tat3hGdDfYthap3hJPjuww==,10000,32.246117084,53333,60000,50412,50412,0
Q3+Xu9y8ZbXmaEA+GAZfTQ==,45000,97.826762246,243333,290000,255589,255589,0
oQtbMepU6/NuYsxh05FuCA==,10000,47.536439665,53333,60000,61750,61750,0
